Nazwa kategorii,Ilość bezpośrednich artykułów,Ilość bezpośrednich subkategorii,Ilość subkategorii ,Ilość artykułów,Liczba wersji językowych,Liczba wyświetleń strony kategorii w dniach (01-01-2019 do 01-08-2019),Liczba wyświetleń artykułów 11.08.2019Suma punktów
Hrvatske_zemlje_pod_mletačkom_vlašću,28,0,0,28,1,127,2,186
Mjerne_jedinice_u_astronomiji,5,0,0,5,49,287,3,349
Djela_Isaaca_Asimova,15,0,0,15,0,55,1,86
Hrvatski_ćirilični_spomenici,15,0,0,15,0,254,1,285
Istraživanje_Marsa,22,0,0,22,32,85,1,162
Austrijski_vladari,6,0,0,6,38,144,4,198
Mađarske_kraljice,18,0,0,18,40,147,4,227
Bolman,7,0,0,7,0,42,1,57
Krk_(grad),5,0,0,5,4,61,1,76
Povijest_Libije,14,0,0,14,60,84,1,173
Vojni_savezi,14,0,0,14,54,619,3,704
U_izradi,_Kultura,31,0,0,31,50,221,1,334
Had,19,0,0,19,12,75,1,126
Francuski_filozofi,50,0,0,50,94,759,6,959
Gradonačelnici_gradova_u_Francuskoj,6,0,0,6,36,80,2,130
Gradonačelnici_gradova_u_Srbiji,8,0,0,8,12,94,1,123
Životopisi,_Novi_Sad,33,0,0,33,25,114,1,206
Starovjekovni_popisi,7,0,0,7,2,76,3,95
Web_preglednici,8,0,0,8,87,670,7,780
Njemački_skladatelji,41,0,0,41,86,558,1,727
Skladatelji_barokne_glazbe,16,0,0,16,56,562,1,651
U_izradi,_Internet,31,0,0,31,37,349,7,455
Latinskoamerički_plesovi,13,0,0,13,25,171,0,222
Klasični_plesovi,10,0,0,10,0,569,0,589
Buenos_Aires,30,0,0,30,72,133,1,266
Jupiterovi_prirodni_sateliti,74,0,0,74,72,123,4,347
Srbija_u_Osmanskom_Carstvu,20,0,0,20,1,135,1,177
Barokni_arhitekti,24,0,0,24,37,103,1,189
Barokni_kipari,5,0,0,5,28,150,1,189
Barokni_slikari,24,0,0,24,45,417,4,514
Talijanski_arhitekti,37,0,0,37,76,238,1,389
Talijanski_kipari,31,0,0,31,78,325,1,466
Kućna_računala,27,0,0,27,31,126,1,212
Njemački_filozofi,71,0,0,71,101,1130,1,1374
Njemački_fizičari,63,0,0,63,88,447,1,662
Racionalisti,4,0,0,4,25,116,5,154
Ruski_matematičari,7,0,0,7,71,131,3,219
Grčki_glazbeni_teoretičari,4,0,0,4,8,23,2,41
Pitagorejci,5,0,0,5,30,88,2,130
Starogrčki_geodeti,6,0,0,6,2,52,3,69
Američki_plivači,61,0,0,61,60,217,2,401
Olimpijski_pobjednici_u_plivanju,129,0,0,129,17,102,1,378
Troskokaši,9,0,0,9,36,61,0,115
Finski_atletičari,6,0,0,6,43,166,3,224
Sedam_svjetskih_čuda,16,0,0,16,62,328,4,426
Ekonomska_povijest,21,0,0,21,72,194,1,309
Povijest_Brazila,10,0,0,10,74,121,1,216
Povijest_Paragvaja,7,0,0,7,53,92,0,159
Povijest_Urugvaja,9,0,0,9,57,76,0,151
Porječje_Drave,10,0,0,10,6,121,6,153
U_izradi,_Rijeke,200,0,0,200,20,189,2,611
Hrvatski_agronomi,10,0,0,10,1,77,1,99
Olimpijski_pobjednici_u_gimnastici,12,0,0,12,16,75,3,118
Svjetski_prvaci_u_gimnastici,11,0,0,11,0,57,2,81
Operacije_u_Domovinskom_ratu,80,0,0,80,7,855,8,1030
Konstantinova_dinastija,11,0,0,11,30,108,2,162
Novoplatonizam,19,0,0,19,33,114,2,187
Američki_filmski_scenaristi,107,0,0,107,7,141,1,363
Dobitnici_Zlatnog_globusa,100,0,0,100,48,169,1,418
Hrvatski_tjednici,98,0,0,98,1,481,1,679
Teoretski_fizičari,21,0,0,21,38,185,1,266
Švicarski_fizičari,10,0,0,10,74,107,14,215
Starogrčki_pjesnici,11,0,0,11,70,500,2,594
Američki_političari_do_1789.,7,0,0,7,0,89,9,112
Američki_predsjednici,45,0,0,45,149,1009,3,1251
Američki_vojni_zapovjednici_u_ratu_za_neovisnost,2,0,0,2,0,45,8,57
Renesansni_kipari,15,0,0,15,29,430,1,490
Talijanski_izumitelji,7,0,0,7,60,148,4,226
Talijanski_renesansni_slikari,38,0,0,38,18,474,2,570
Slike_Leonarda_da_Vincija,9,0,0,9,45,242,1,306
Slike_u_Louvreu,19,0,0,19,28,122,1,189
Nacionalna_galerija_u_Londonu,18,0,0,18,20,103,1,160
Slike_iz_1480-ih,9,0,0,9,14,73,0,105
Slike_u_galeriji_Uffizi,6,0,0,6,20,59,0,91
Rimski_novac,21,0,0,21,37,321,2,402
Gradovi_domaćini_Ljetnih_olimpijskih_igara,22,0,0,22,33,357,4,438
Vikinzi,13,0,0,13,59,169,2,256
Severska_dinastija,8,0,0,8,27,110,3,156
Istočnoiberski_jezici,3,0,0,3,0,45,1,52
Jezici_Andore,3,0,0,3,38,116,8,168
Jezici_Francuske,29,0,0,29,88,211,1,358
Jezici_po_abecedi:K,333,0,0,333,0,96,2,764
Jezici_Španjolske,18,0,0,18,86,165,3,290
Kraljice_drevnog_Egipta,52,0,0,52,41,923,1,1069
Fizikalne_konstante,18,0,0,18,0,83,6,125
Mađarska_u_Drugom_svjetskom_ratu,13,0,0,13,25,423,3,477
Mađarske_bitke,20,0,0,20,32,131,3,206
Ruske_bitke,28,0,0,28,45,257,5,363
Popisi_bitaka,1,0,0,1,13,96,0,111
Arheološki_lokaliteti_u_Srbiji,11,0,0,11,25,98,1,146
Građevine_u_Rumunjskoj,15,0,0,15,47,84,1,162
Mostovi_u_Srbiji,14,0,0,14,29,117,1,175
Drugi_vatikanski_sabor,8,0,0,8,21,76,2,115
Talijanski_katolički_svećenici,72,0,0,72,27,128,1,300
Poljski_kardinali,7,0,0,7,30,91,10,145
Papinske_konklave,6,0,0,6,7,62,1,82
Gruzijski_političari,9,0,0,9,63,116,11,208
Ruski_komunisti,19,0,0,19,44,122,3,207
Sovjetski_vojni_zapovjednici_u_Drugom_svjetskom_ratu,9,0,0,9,7,288,11,324
Vojni_zapovjednici_u_Ruskom_građanskom_ratu,9,0,0,9,0,69,2,89
Njemački_dirigenti,9,0,0,9,51,132,1,202
Skladatelji_glazbe_romantizma,64,0,0,64,55,956,6,1145
Lav_Tolstoj,5,0,0,5,37,71,2,120
Egzistencijalisti,7,0,0,7,32,96,10,152
Njemački_filolozi,5,0,0,5,43,11,8,72
Hrvatski_naivni_slikari,49,0,0,49,3,1455,1,1557
Prosvjetitelji,15,0,0,15,12,114,1,157
Kartaga,13,0,0,13,61,147,1,235
Dobitnici_Željeznog_križa,60,0,0,60,26,370,3,519
Osmanski_vojni_zapovjednici_u_Prvom_svjetskom_ratu,4,0,0,4,0,41,2,51
Turski_predsjednici,13,0,0,13,89,125,2,242
Vojni_zapovjednici_Osmanskog_Carstva,19,0,0,19,0,132,1,171
Vojni_zapovjednici_u_Balkanskim_ratovima,13,0,0,13,0,62,3,91
Vojna_povijest_3._stoljeća_pr._Kr.,10,0,0,10,0,24,4,48
Mirovni_sporazumi,54,0,0,54,65,241,2,416
Nazivi_državnih_poglavara,22,0,0,22,13,208,1,266
Sultani_Osmanskog_Carstva,41,0,0,41,74,375,1,532
Kalifati,8,0,0,8,57,242,2,317
Huni,12,0,0,12,42,165,12,243
Vojna_povijest_5._stoljeća,10,0,0,10,6,117,12,155
Novovjekovni_materijalisti,3,0,0,3,0,49,8,63
Okultisti,55,0,0,55,44,175,2,331
Talijanski_filozofi,22,0,0,22,85,292,8,429
Francuski_teolozi,7,0,0,7,56,134,1,205
Baptistička_crkva,5,0,0,5,0,89,2,101
Nizozemski_filolozi,1,0,0,1,17,10,1,30
Nizozemski_filozofi,3,0,0,3,58,132,6,202
Nizozemski_književnici,24,0,0,24,73,163,1,285
Alkani,8,0,0,8,65,123,1,205
Komunisti_nakon_1989.,19,0,0,19,0,76,1,115
Kubanski_predsjednici,6,0,0,6,64,102,9,187
Hobotnice,2,0,0,2,40,107,4,155
Britanski_državnici,4,0,0,4,1,54,9,72
Britanski_političari_1945.-1989.,11,0,0,11,0,61,9,92
Britanski_političari_do_1914.,13,0,0,13,0,43,9,78
Britanski_političari_između_dva_svjetska_rata,10,0,0,10,0,73,9,102
Britanski_političari_u_Drugom_svjetskom_ratu,6,0,0,6,1,60,1,74
Britanski_političari_u_Prvom_svjetskom_ratu,7,0,0,7,2,75,9,100
Britanski_vojni_zapovjednici_u_Prvom_svjetskom_ratu,4,0,0,4,21,76,3,108
Premijeri_Ujedinjenog_Kraljevstva,19,0,0,19,87,171,1,297
Američki_političari_1865.-1914.,17,0,0,17,0,61,2,97
Američki_političari_između_dva_svjetska_rata,10,0,0,10,0,87,3,110
Američki_političari_u_Drugom_svjetskom_ratu,6,0,0,6,1,96,3,112
Američki_političari_u_Prvom_svjetskom_ratu,6,0,0,6,2,65,3,82
Američki_pravnici,30,0,0,30,47,102,1,210
Američke_prve_dame,39,0,0,39,68,234,1,381
Američki_političari_1945.-1989.,44,0,0,44,0,108,3,199
Američki_političari_od_1989.,43,0,0,43,0,109,1,196
Američki_potpredsjednici,21,0,0,21,77,155,3,277
Dobitnici_Emmyja,134,0,0,134,50,166,1,485
Okolišni_aktivisti,12,0,0,12,42,112,6,184
Busheva_administracija,23,0,0,23,12,126,1,185
Kršćanstvo_u_SAD-u,14,0,0,14,40,124,2,194
Predsjednici_Španjolske_vlade,8,0,0,8,70,85,1,172
Analitička_psihologija,19,0,0,19,36,139,4,217
Austrijski_psiholozi,4,0,0,4,52,152,6,218
Psihijatri,24,0,0,24,63,270,2,383
Francuski_fizičari,52,0,0,52,83,370,1,558
Francuski_matematičari,37,0,0,37,84,312,5,475
Marksistički_filozofi,20,0,0,20,7,114,4,165
Njemački_sociolozi,10,0,0,10,63,112,3,198
Indijski_filozofi,14,0,0,14,71,208,8,315
Indijski_političari,8,0,0,8,100,124,10,250
Talijanski_iredentisti,16,0,0,16,0,72,8,112
Talijanski_masoni,4,0,0,4,25,97,1,131
Talijanski_političari_1815.-1871.,3,0,0,3,0,60,2,68
Predsjednici_SSSR-a,8,0,0,8,1,135,3,155
Norveški_književnici,11,0,0,11,78,399,1,500
Vitamini,15,0,0,15,86,169,9,294
Nacionalni_parkovi_Srbije,5,0,0,5,18,78,3,109
Arheološki_lokaliteti_u_Libanonu,5,0,0,5,28,69,1,108
Fenički_gradovi,29,0,0,29,27,491,1,577
Gradovi_u_Libanonu,7,0,0,7,70,99,1,184
Svjetska_baština_u_Libanonu,7,0,0,7,46,74,5,139
Znanstvene_nagrade,15,0,0,15,0,100,5,135
U_izradi,_Gradovi_u_Srbiji,11,0,0,11,3,151,1,177
Skupljači_narodnih_pjesama,37,0,0,37,0,83,1,158
Srbijanski_masoni,13,0,0,13,8,173,1,208
Spartanski_kraljevi,13,0,0,13,43,307,2,378
Irski_književnici,16,0,0,16,90,527,1,650
Vrste_riječi,24,0,0,24,72,10447,7,10574
Britanski_filmovi,141,0,0,141,84,346,3,715
Crnohumorni_filmovi,18,0,0,18,28,98,2,164
Filmovi_Terryja_Gilliama,6,0,0,6,29,71,2,114
Bosanskohercegovački_arheolozi,7,0,0,7,5,82,1,102
Hrvatski_arheolozi,61,0,0,61,15,393,1,531
Dobitnice_Zlatnog_globusa_za_najbolju_glumicu_-_komedija_ili_mjuzikl,26,0,0,26,20,82,3,157
Politički_satirični_filmovi,7,0,0,7,10,64,2,90
Povijest_Zagreba,20,0,0,20,13,97,1,151
Državni_simboli_Ujedinjenog_Kraljevstva,11,0,0,11,45,186,1,254
Državni_simboli_Bosne_i_Hercegovine,4,0,0,4,35,478,1,522
Microsoft_Windows,24,0,0,24,81,196,10,335
Hrvatinići,9,0,0,9,3,145,2,168
Razvojna_biologija,24,0,0,24,70,183,1,302
U_izradi,_Seksualnost,75,0,0,75,35,249,1,435
Irci,6,0,0,6,8,59,19,98
Životopisi,_Niš,19,0,0,19,21,156,1,216
Saturnovi_prirodni_sateliti,66,0,0,66,72,130,1,335
Tipizacija_datoteka_po_nastavcima,15,0,0,15,11,163,4,208
Genocidi,30,0,0,30,77,436,1,574
Predsjednici_Talijanske_vlade,56,0,0,56,83,136,8,339
Talijanski_fašisti,8,0,0,8,36,176,8,236
Parlamenti,39,0,0,39,73,172,2,325
Palestinski_političari,7,0,0,7,57,88,2,161
Vojni_zapovjednici_u_Bliskoistočnom_sukobu,10,0,0,10,0,63,1,84
Švedski_kemičari,10,0,0,10,64,100,1,185
Eksplozivi,18,0,0,18,63,237,5,341
Francuski_liječnici,24,0,0,24,66,155,1,270
Hrvatski_violinisti,23,0,0,23,11,418,1,476
Hrvatski_pravaški_političari,60,0,0,60,1,147,19,287
Rakovički_ustanak,7,0,0,7,0,91,19,124
Hrvatska_seljačka_stranka,86,0,0,86,1,170,9,352
Hrvatski_politolozi,18,0,0,18,2,174,2,214
Hrvatske_političke_stranke_do_1918.,26,0,0,26,1,205,2,260
Francuski_masoni,6,0,0,6,32,120,3,167
Dobitnici_Hrvatske_državne_nagrade,9,0,0,9,0,78,10,106
Hrvatski_teolozi,146,0,0,146,20,284,1,597
Životopisi,_Đakovo,48,0,0,48,1,108,9,214
Turkijski_narodi,36,0,0,36,75,249,8,404
Kazališta_u_Srbiji,10,0,0,10,0,66,1,87
Vojna_povijest_4._stoljeća,11,0,0,11,4,113,2,141
Diktatura,6,0,0,6,52,134,1,199
U_izradi,_Politika,143,0,0,143,69,414,1,770
Francuski_povjesničari,9,0,0,9,69,148,3,238
Norveški_političari,4,0,0,4,74,108,1,191
Britanski_biolozi,16,0,0,16,67,124,1,224
Uranovi_prirodni_sateliti,30,0,0,30,64,115,2,241
Austrijski_filmski_glumci,10,0,0,10,25,114,1,160
Franački_vladari,23,0,0,23,10,272,10,338
IBM,16,0,0,16,47,142,1,222
Bosanske_kraljice,9,0,0,9,8,345,1,372
Kosače,13,0,0,13,8,147,9,190
Kotromanići,26,0,0,26,21,200,1,274
Krška_polja_u_Bosni_i_Hercegovini,47,0,0,47,3,1344,2,1443
Naselja_u_Hercegbosanskoj_županiji,184,0,0,184,0,96,1,465
Bosanskohercegovački_političari_od_1989.,106,0,0,106,0,235,8,455
Životopisi,_Livno,82,0,0,82,8,266,1,439
Brda_u_Bosni_i_Hercegovini,30,0,0,30,2,567,1,630
Životopisi,_Požega,47,0,0,47,7,156,2,259
Mac_OS,4,0,0,4,42,108,2,160
Skupni_računalni_predlošci,3,0,0,3,0,48,14,68
Rimokatolička_Crkva_u_Portugalu,8,0,0,8,0,55,3,74
Kršćanska_skolastika,13,0,0,13,0,98,2,126
Njemački_sveci,16,0,0,16,29,218,2,281
Alkoholi,7,0,0,7,73,175,4,266
Rimski_amfiteatri,9,0,0,9,18,15,1,52
U_izradi,_Građevine,150,0,0,150,2,204,1,507
Potreban_prijevod_s_bošnjačkog_jezika,6,0,0,6,3,62,3,80
Filmsko_osoblje,10,0,0,10,13,189,7,229
Jezici_po_abecedi:I,154,0,0,154,0,84,2,394
Franjevački_samostani_u_Bosni_i_Hercegovini,33,0,0,33,2,435,1,504
Hrvatski_slikari_iz_Bosne_i_Hercegovine,27,0,0,27,0,119,1,174
Katolički_oblikovatelji_kulture,43,0,0,43,0,111,1,198
Jezični_procesori,8,0,0,8,41,120,1,178
Baterije,17,0,0,17,37,162,2,235
Statutarni_gradovi_Austrije,14,0,0,14,7,108,9,152
Otopine,11,0,0,11,55,129,1,207
Humoristični_dramski_filmovi,47,0,0,47,36,142,1,273
U_izradi,_Naselja_u_Bosni_i_Hercegovini,2847,0,0,2847,5,263,3,5965
Roboti,7,0,0,7,64,179,3,260
Jezici_Bugarske,11,0,0,11,63,78,1,164
Jezici_Grčke,14,0,0,14,71,101,1,201
Jezici_po_abecedi:M,314,0,0,314,0,109,3,740
Makedonski_jezik,5,0,0,5,35,57,9,111
Hrvatski_liječnici,188,0,0,188,17,556,1,950
Ministri_financija_Vlade_Republike_Hrvatske,6,0,0,6,5,335,3,355
U_izradi,_Hrvatski_političari,76,0,0,76,3,187,2,344
Nedostaju_wikipoveznice,309,0,0,309,57,652,1,1328
Sir,21,0,0,21,56,161,1,260
Umjetna_jezera_u_Bosni_i_Hercegovini,37,0,0,37,1,1780,7,1862
Hrvatski_kemičari,31,0,0,31,27,442,1,532
Životopisi,_Vukovar,81,0,0,81,19,216,2,399
Ekonomski_pojmovi,125,0,0,125,54,1766,10,2080
Virusne_bolesti,31,0,0,31,69,2082,4,2217
Životopisi,_Ogulin,14,0,0,14,8,104,1,141
Kineski_vojskovođe,39,0,0,39,14,143,2,237
Indijski_vladari,5,0,0,5,46,198,1,255
Babilonijski_vladari,5,0,0,5,48,98,5,161
Hrvatski_botaničari,11,0,0,11,0,137,1,160
Gazirana_pića,12,0,0,12,15,360,4,403
U_izradi,_Pića,81,0,0,81,26,273,1,462
Božanstva_Zemlje,11,0,0,11,21,104,1,148
Planine_u_Francuskoj,11,0,0,11,71,266,2,361
Američki_ekonomisti,24,0,0,24,70,159,2,279
Nacionalni_parkovi_SAD-a,59,0,0,59,66,665,1,850
Glamoč,8,0,0,8,7,45,10,78
Izbori_za_predsjednika_Republike_Hrvatske,7,0,0,7,8,78,2,102
Kontrabasisti,6,0,0,6,0,30,10,52
Jugoslavenski_nogometni_reprezentativci,215,0,0,215,28,335,1,794
Nogometaši_1860_Münchena,15,0,0,15,36,80,2,148
Nogometaši_Arsenala,63,0,0,63,57,139,2,324
Nogometaši_Dinama,298,0,0,298,42,728,2,1368
Nogometaši_NK_Osijeka,139,0,0,139,25,425,2,730
Nogometaši_Seville,44,0,0,44,53,111,3,255
Nogometaši_West_Ham_Uniteda,60,0,0,60,51,105,2,278
Nogometaši_madridskog_Reala,107,0,0,107,63,277,5,559
Ličnost,11,0,0,11,52,227,5,306
Životopisi,_Subotica,280,0,0,280,23,179,1,763
Britanski_filmski_glumci,171,0,0,171,42,1254,1,1639
Britanski_televizijski_glumci,116,0,0,116,36,195,3,466
Nogometaši_A.C._Milana,107,0,0,107,53,179,3,449
Nogometaši_A.S._Barija,11,0,0,11,34,66,1,123
Nogometaši_Celte_de_Vigo,13,0,0,13,45,81,2,154
Dobitnici_nagrade_Vatrena_krila,24,0,0,24,0,68,2,118
Hrvatski_vaterpolisti,162,0,0,162,19,764,9,1116
Olimpijski_pobjednici_u_vaterpolu,47,0,0,47,10,146,6,256
U_izradi,_Vaterpolisti,66,0,0,66,6,65,1,204
Vaterpolisti_Mladosti,34,0,0,34,3,70,1,142
Vaterpolisti_VK_Jadran_Split,9,0,0,9,1,44,3,66
Vaterpolisti_VK_Medveščak_Zagreb,9,0,0,9,0,56,1,75
Vaterpolisti_VK_POŠK_Split,9,0,0,9,1,50,1,70
Vaterpolisti_Šibenika,5,0,0,5,0,50,1,61
Hrvatske_dnevne_novine,97,0,0,97,2,418,5,619
Riječki_tisak,5,0,0,5,0,35,6,51
U_izradi,_Mediji,145,0,0,145,17,246,1,554
Olimpijski_pobjednici_u_rukometu,71,0,0,71,11,226,7,386
Rukometaši_RK_Metkovića,35,0,0,35,2,78,8,158
Rukometaši_RK_Splita,20,0,0,20,2,53,1,96
Rukometaši_RK_Zagreba,69,0,0,69,9,93,8,248
Svjetski_prvaci_u_rukometu,52,0,0,52,12,620,7,743
Hrvatski_pravednici_među_narodima,9,0,0,9,4,120,2,144
Hrvatski_stolnotenisači,18,0,0,18,19,890,1,946
Životopisi,_Koprivnica,64,0,0,64,14,131,1,274
Romi_u_Srbiji,6,0,0,6,6,162,11,191
Blagdani_u_Hrvatskoj,24,0,0,24,10,299,68,425
Drevni_jezici,51,0,0,51,60,259,1,422
Jezici_Vatikana,2,0,0,2,38,137,33,212
Jezici_po_abecedi:L,124,0,0,124,0,122,1,371
Preusmjeravanja_izvan_projekta,3,0,0,3,0,79,1,86
Wikipedije,29,0,0,29,102,217,1,378
Srpska_pravoslavna_crkva_u_Srbiji,17,0,0,17,4,85,2,125
Posuđenice,21,0,0,21,29,225,1,297
Terminologija_videoigara,6,0,0,6,0,35,1,48
Engleski_filolozi,1,0,0,1,16,11,19,48
Košarkaši_Cibone_Zagreb,73,0,0,73,19,310,2,477
Košarkaši_KK_Zadra,61,0,0,61,14,225,1,362
Košarkaši_Virtusa_Bologne,13,0,0,13,14,58,2,100
Košarkaški_centri,164,0,0,164,14,133,4,479
Olimpijski_pobjednici_u_košarci,34,0,0,34,12,102,1,183
Svjetski_prvaci_u_košarci,14,0,0,14,7,70,2,107
Treneri_KK_Splita,7,0,0,7,8,111,1,134
Španjolski_književnici,29,0,0,29,89,611,1,759
Bitke_u_Ratu_u_Bosni_i_Hercegovini,36,0,0,36,4,1456,8,1540
Britanska_invazija,30,0,0,30,13,118,1,192
Dobitnici_Oscara_za_najbolju_originalnu_glazbu,18,0,0,18,28,110,1,175
Dobitnici_nagrade_Grammy,35,0,0,35,67,213,1,351
U_izradi,_Umjetnost,47,0,0,47,55,211,2,362
Unix_naredbe,19,0,0,19,38,254,1,331
Francuski_vladari,69,0,0,69,50,303,2,493
Raketno_topništvo,22,0,0,22,24,205,1,274
Sovjetsko_samohodno_topništvo,12,0,0,12,17,107,1,149
Kapetovići,23,0,0,23,36,111,1,194
Vojvode_Burgundije,10,0,0,10,48,94,2,164
Eparhija_osječkopoljska_i_baranjska,21,0,0,21,3,83,4,132
U_izradi,_Meteorologija,9,0,0,9,31,149,9,207
U_izradi,_Mitologija,72,0,0,72,46,216,1,407
Promjenjive_zvijezde,2,0,0,2,48,83,0,135
U_izradi,_Zvijezde,13,0,0,13,26,100,3,155
Višestruke_zvijezde,7,0,0,7,28,73,1,116
Knjigovodstvo,19,0,0,19,77,329,3,447
Gacko,71,0,0,71,9,68,2,221
Manje_jedinice_valuta,9,0,0,9,5,76,1,100
U_izradi,_Judaizam,4,0,0,4,32,179,3,222
Ribarstvo,25,0,0,25,22,176,2,250
U_izradi,_Brodovi,22,0,0,22,3,130,1,178
Slikarske_tehnike,37,0,0,37,56,313,5,448
Biomi,21,0,0,21,55,152,3,252
Jestive_gljive,40,0,0,40,57,3770,3,3910
Pezizales,3,0,0,3,29,55,1,91
U_izradi,_Biologija,152,0,0,152,77,341,1,723
Zygophyllales,7,0,0,7,37,64,1,116
Planinski_vrhovi_Hrvatske,46,0,0,46,3,253,4,352
U_izradi,_Botanika,160,0,0,160,46,308,6,680
Vranjemilovke,10,0,0,10,47,101,1,169
Badminton,5,0,0,5,64,94,2,170
Zastarjele_mjerne_jedinice,12,0,0,12,35,149,1,209
Pištolji,45,0,0,45,50,582,6,728
U_izradi,_Američki_književnici,14,0,0,14,15,107,1,151
U_izradi,_Zviježđa,76,0,0,76,3,83,5,243
Teodozijeva_dinastija,6,0,0,6,33,68,6,119
Hrvatski_renesansni_slikari,6,0,0,6,0,708,2,722
Hrvatski_autori_dokumentarnih_filmova,17,0,0,17,0,211,1,246
Golf,14,0,0,14,73,150,7,258
Pedologija,13,0,0,13,31,165,2,224
Patofiziologija,13,0,0,13,27,140,2,195
Bolesti_kostiju,_zglobova_i_mekih_tkiva,18,0,0,18,0,837,9,882
U_izradi,_Bolesti_i_poremećaji,57,0,0,57,18,185,2,319
Dubrovački_novac,11,0,0,11,1,79,0,102
Novinske_agencije,16,0,0,16,59,157,1,249
Kneževina_Srbija,9,0,0,9,11,109,5,143
Indonezijsko_otočje,14,0,0,14,0,216,1,245
Životopisi,_Vis,28,0,0,28,1,80,1,138
Moravički_okrug,10,0,0,10,11,61,3,95
Slitine,62,0,0,62,77,280,11,492
Hrvatska_nematerijalna_svjetska_baština,17,0,0,17,6,94,1,135
Konjički_športovi,11,0,0,11,0,55,15,92
Potrebna_razdvojba,130,0,0,130,0,206,1,467
Bananovke,4,0,0,4,55,72,2,137
RPG_videoigre,23,0,0,23,47,82,1,176
Žanrovi_videoigara,7,0,0,7,48,155,1,218
Hrvatski_zastupnici_u_Europskom_parlamentu,11,0,0,11,15,278,5,320
Ekonomske_organizacije,12,0,0,12,34,249,7,314
U_izradi,_Europska_unija,10,0,0,10,28,268,1,317
Jezici_Argentine,14,0,0,14,60,136,1,225
Jezici_Belizea,5,0,0,5,38,108,29,185
Jezici_Bolivije,23,0,0,23,61,74,1,182
Jezici_Dominikanske_Republike,4,0,0,4,28,167,8,211
Jezici_Ekvadora,9,0,0,9,47,79,8,152
Jezici_Ekvatorijalne_Gvineje,9,0,0,9,38,86,7,149
Jezici_Gibraltara,3,0,0,3,0,149,8,163
Jezici_Gvatemale,16,0,0,16,47,91,8,178
Jezici_Hondurasa,5,0,0,5,40,132,29,211
Jezici_Kolumbije,52,0,0,52,57,109,8,278
Jezici_Kostarike,7,0,0,7,35,91,3,143
Jezici_Kube,3,0,0,3,28,95,8,137
Jezici_Maroka,14,0,0,14,50,111,8,197
Jezici_Meksika,49,0,0,49,63,129,8,298
Jezici_Nikaragve,3,0,0,3,40,84,8,138
Jezici_Paname,6,0,0,6,36,67,3,118
Jezici_Paragvaja,10,0,0,10,51,88,1,160
Jezici_Perua,53,0,0,53,59,110,8,283
Jezici_Portorika,2,0,0,2,0,110,8,122
Jezici_Salvadora,2,0,0,2,37,78,8,127
Jezici_Trinidada_i_Tobaga,5,0,0,5,25,128,29,192
Jezici_Urugvaja,1,0,0,1,40,118,8,168
Jezici_Venezuele,46,0,0,46,53,99,8,252
Jezici_po_abecedi:Š,18,0,0,18,0,67,2,105
Jezici_Čilea,9,0,0,9,56,84,8,166
Kastiljski_jezici,5,0,0,5,0,48,4,62
Službeni_jezici,24,0,0,24,14,153,7,222
Hrvatski_povjesničari_umjetnosti,66,0,0,66,7,365,1,505
Solfeggio,12,0,0,12,0,343,1,368
Grunge,10,0,0,10,38,111,4,173
U_izradi,_Glazbeni_žanrovi,66,0,0,66,13,142,1,288
Stranice_s_čarobnim_RFC_poveznicama,22,0,0,22,47,544,2,637
Japanski_jezik,6,0,0,6,96,139,1,248
Općine_u_Krapinsko-zagorskoj_županiji,25,0,0,25,5,147,4,206
U_izradi,_Općine,760,0,0,760,0,226,1,1747
Dobitnici_Porina_za_životno_djelo,59,0,0,59,1,165,4,288
Dobitnici_nagrade_Milka_Trnina,61,0,0,61,1,79,4,206
Dobitnici_nagrade_Josip_Štolcer_Slavenski,26,0,0,26,0,51,4,107
Životopisi,_Ludbreg,15,0,0,15,4,63,18,115
U_izradi,_Hrvatski_glazbenici,44,0,0,44,1,194,3,286
Životopisi,_Umag,7,0,0,7,1,46,1,62
Talijani_u_Hrvatskoj,26,0,0,26,5,104,1,162
Autoceste_u_Grčkoj,2,0,0,2,0,62,0,66
Autoceste_u_Mađarskoj,5,0,0,5,0,402,3,415
Europski_pravci,14,0,0,14,0,61,3,92
Hrvatski_generali,65,0,0,65,12,4681,2,4825
Hrvatski_vojni_zapovjednici_u_Domovinskom_ratu,85,0,0,85,0,1814,2,1986
Hrvatski_vojni_zapovjednici_u_ratu_u_Bosni_i_Hercegovini,31,0,0,31,0,393,1,456
Pašman,18,0,0,18,4,72,1,113
Časnici_HVO-a,21,0,0,21,3,169,11,225
Cvjećarstvo,6,0,0,6,14,148,1,175
Čehoslovačka_u_Drugom_svjetskom_ratu,6,0,0,6,24,196,4,236
Hrvatski_etnolozi,33,0,0,33,4,220,1,291
Zvučni_kodek,5,0,0,5,31,100,1,142
Hrvatski_alpski_skijaši,25,0,0,25,28,2260,6,2344
Olimpijski_pobjednici_u_alpskom_skijanju,40,0,0,40,7,78,6,171
Svjetski_prvaci_u_alpskom_skijanju,42,0,0,42,10,138,6,238
Godine_8._stoljeća_pr._Kr.,100,0,0,100,14,47,2,263
Duhovna_kultura,13,0,0,13,0,155,2,183
Vojna_povijest_8._stoljeća,10,0,0,10,9,80,1,110
Hrvatski_književni_povjesničari,72,0,0,72,1,148,1,294
Ulice_i_trgovi_u_Zagrebu,15,0,0,15,10,2021,3,2064
